txtStim	stimFile	AI_Resp	ExplanationFile	Loop_1.thisRepN	Loop_1.thisTrialN	Loop_1.thisN	Loop_1.thisIndex	Loop_2.thisRepN	Loop_2.thisTrialN	Loop_2.thisN	Loop_2.thisIndex	Loop_3.thisRepN	Loop_3.thisTrialN	Loop_3.thisN	Loop_3.thisIndex	Loop_4.thisRepN	Loop_4.thisTrialN	Loop_4.thisN	Loop_4.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	trials_2.thisRepN	trials_2.thisTrialN	trials_2.thisN	trials_2.thisIndex	trials_3.thisRepN	trials_3.thisTrialN	trials_3.thisN	trials_3.thisIndex	trials_4.thisRepN	trials_4.thisTrialN	trials_4.thisN	trials_4.thisIndex	trial_start	Text_Intro_Txt.started	Text_Intro_Txt.stopped	Question_Txt_5.started	Question_Txt_5.stopped	Accept_Deny_Button_5.response	Accept_Deny_Button_5.rt	Accept_Deny_Button_5.started	Accept_Deny_Button_5.stopped	ConfidenceSlider_5.response	ConfidenceSlider_5.rt	ConfidenceSlider_5.started	ConfidenceSlider_5.stopped	DenySlider_5.response	DenySlider_5.rt	DenySlider_5.started	DenySlider_5.stopped	mouse_8.x	mouse_8.y	mouse_8.leftButton	mouse_8.midButton	mouse_8.rightButton	mouse_8.time	mouse_8.clicked_name	mouse_8.started	mouse_8.stopped	Click_to_Continue_8.started	Click_to_Continue_8.stopped	trial_end	Q1_Slider.response	Q2_Slider.response	Q3_Slider.response	Q4_Slider.response	Q5_Slider.response	Q6_Slider.response	Q7_Slider.response	Q8_Slider.response	Q9_Slider.response	Q10_Slider.response	Q11_Slider.response	Q12_Slider.response	Q13_Slider.response	Q14_Slider.response	Q15_Slider.response	Q16_Slider.response	Q17_Slider.response	Q18_Slider.response	Q19_Slider.response	Q20_Slider.response	Q21_Slider.response	Q22_Slider.response	Q23_Slider.response	Conversational_Intro_Txt.started	Conversational_Intro_Txt.stopped	Accept_Deny_Button.response	Accept_Deny_Button.rt	Accept_Deny_Button.started	Accept_Deny_Button.stopped	ConfidenceSlider.response	ConfidenceSlider.rt	ConfidenceSlider.started	ConfidenceSlider.stopped	Experimental_Images.started	Experimental_Images.stopped	DenySlider.response	DenySlider.rt	DenySlider.started	DenySlider.stopped	mouse.x	mouse.y	mouse.leftButton	mouse.midButton	mouse.rightButton	mouse.time	mouse.clicked_name	mouse.started	mouse.stopped	Click_to_Continue.started	Click_to_Continue.stopped	Feature_Intro_Txt.started	Feature_Intro_Txt.stopped	Question_Txt_3.started	Question_Txt_3.stopped	Accept_Deny_Button_3.response	Accept_Deny_Button_3.rt	Accept_Deny_Button_3.started	Accept_Deny_Button_3.stopped	ConfidenceSlider_3.response	ConfidenceSlider_3.rt	ConfidenceSlider_3.started	ConfidenceSlider_3.stopped	Experimental_Images_3.started	Experimental_Images_3.stopped	DenySlider_3.response	DenySlider_3.rt	DenySlider_3.started	DenySlider_3.stopped	Click_to_Continue_6.started	Click_to_Continue_6.stopped	PresstoCont_8.started	PresstoCont_8.stopped	Image_Intro_Txt.started	Image_Intro_Txt.stopped	Question_Txt_4.started	Question_Txt_4.stopped	Accept_Deny_Button_4.response	Accept_Deny_Button_4.rt	Accept_Deny_Button_4.started	Accept_Deny_Button_4.stopped	ConfidenceSlider_4.response	ConfidenceSlider_4.rt	ConfidenceSlider_4.started	ConfidenceSlider_4.stopped	Experimental_Images_4.started	Experimental_Images_4.stopped	DenySlider_4.response	DenySlider_4.rt	DenySlider_4.started	DenySlider_4.stopped	mouse_7.x	mouse_7.y	mouse_7.leftButton	mouse_7.midButton	mouse_7.rightButton	mouse_7.time	mouse_7.clicked_name	mouse_7.started	mouse_7.stopped	Click_to_Continue_7.started	Click_to_Continue_7.stopped	PresstoCont_7.started	PresstoCont_7.stopped	Intro_Text.started	Intro_Text.stopped	Stim_slider.response	Stim_slider.rt	Stim_slider.started	Stim_slider.stopped	mouse_5.x	mouse_5.y	mouse_5.leftButton	mouse_5.midButton	mouse_5.rightButton	mouse_5.time	mouse_5.clicked_name	mouse_5.started	mouse_5.stopped	Click_to_Continue_5.started	Click_to_Continue_5.stopped	Choice_1_Intro_Txt.started	Choice_1_Intro_Txt.stopped	Accept_Deny_Button_6.response	Accept_Deny_Button_6.rt	Accept_Deny_Button_6.started	Accept_Deny_Button_6.stopped	ConfidenceSlider_6.response	ConfidenceSlider_6.rt	ConfidenceSlider_6.started	ConfidenceSlider_6.stopped	Experimental_Images_6.started	Experimental_Images_6.stopped	DenySlider_6.response	DenySlider_6.rt	DenySlider_6.started	DenySlider_6.stopped	mouse_9.x	mouse_9.y	mouse_9.leftButton	mouse_9.midButton	mouse_9.rightButton	mouse_9.time	mouse_9.clicked_name	mouse_9.started	mouse_9.stopped	Click_to_Continue_9.started	Click_to_Continue_9.stopped	end_Txt.started	end_Txt.stopped	participant	session	date	expName	psychopyVersion	frameRate
Question 10:	stim/Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/text_based_Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg.png	0	9	9	9																													"Tuesday, August 16, 2022 12:36:55"	423.4965541	433.5228292	433.5228292	None	1	38.8024152	433.5228292	None	3	55.5135686	433.5228292	None	2	58.0828135	433.5228292	None	"[-0.5842593, -0.2537037, -0.3611111, 0.4814815, -0.44722223, 0.4138889, 0.57314813]"	"[-0.08796296, -0.29722223, -0.29722223, -0.19351852, -0.30185184, -0.17962962, -0.4462963]"	"[1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0]"	"[28.57919569988735, 31.77572219981812, 35.48474069987424, 36.77585399989039, 45.33813179982826, 47.92144069983624, 49.925642599817365]"	['Click_to_Continue_8']	10.02986244	None	470.4763328	None	"Tuesday, August 16, 2022 12:37:55"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 11:	stim/Au_ani_00048.jpg	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/text_based_Au_ani_00048.jpg.png	0	10	10	10																													"Tuesday, August 16, 2022 12:37:55"	483.5065935	493.5539401	493.5281207	None	1	19.0577243	493.5281207	None	3	39.4751768	493.5281207	None	2	32.7809113	493.5281207	None	"[-0.59814817, -0.5824074, 0.49166667, 0.40185186, -0.3537037, -0.44907406, 0.5407407]"	"[-0.1037037, -0.10185185, -0.19074073, -0.19444445, -0.2888889, -0.29537037, -0.43425927]"	"[1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0]"	"[8.366785899968818, 8.868537599919364, 11.198450800031424, 22.555899699917063, 27.846084699966013, 29.322896600002423, 34.641576499911025]"	['Click_to_Continue_8']	10.03547902	None	521.5509463	None	"Tuesday, August 16, 2022 12:38:40"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 12:	stim/Tp_D_CRN_M_N_nat00084_nat00086_10073.tif	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/text_based_Tp_D_CRN_M_N_nat00084_nat00086_10073.tif.png	0	11	11	11																													"Tuesday, August 16, 2022 12:38:40"	528.2287866	538.2668266	538.241277	None	1	18.6219602	538.241277	None	5	25.2170569	538.241277	None	2	21.3088677	538.241277	None	"[-0.575, 0.41111112, -0.2574074, 0.5537037]"	"[-0.10925926, -0.19259259, -0.29166666, -0.45]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[8.399098800029606, 11.101291100028902, 14.990462400019169, 21.484951799968258]"	['Click_to_Continue_8']	10.02541822	None	553.4647165	None	"Tuesday, August 16, 2022 12:39:11"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 13:	stim/Au_ani_00070.jpg	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/text_based_Au_ani_00070.jpg.png	0	12	12	12																													"Tuesday, August 16, 2022 12:39:11"	559.7929173	569.8277126	569.8277126	None	1	26.2636062	569.8277126	None	3	41.8891426	569.8277126	None	1	35.1007904	569.8277126	None	"[-0.5675926, 0.3, -0.45462963, 0.525]"	"[-0.11296296, -0.20092593, -0.29814816, -0.45185184]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[16.00595419993624, 24.92504939995706, 31.637984399916604, 33.11470299982466]"	['Click_to_Continue_8']	10.04060092	None	601.6995788	None	"Tuesday, August 16, 2022 12:39:54"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 14:	stim/Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/text_based_Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg.png	0	13	13	13																													"Tuesday, August 16, 2022 12:39:54"	603.0092383	613.0529575	613.0529575	None	1	22.1892597	613.0529575	None	4	33.1533864	613.0529575	None	2	25.5646067	613.0529575	None	"[-0.55925924, 0.4027778, -0.35, 0.53333336]"	"[-0.10092592, -0.20185184, -0.3, -0.4398148]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[11.962372099980712, 15.359811600064859, 22.925187500193715, 26.859959200024605]"	['Click_to_Continue_8']	10.04891682	None	636.2048083	None	"Tuesday, August 16, 2022 12:40:31"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 15:	stim/Au_ani_00093.jpg	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/text_based_Au_ani_00093.jpg.png	0	14	14	14																													"Tuesday, August 16, 2022 12:40:31"	639.9685154	650.0286972	649.9942174	None	2	21.8499114	649.9942174	None	3	30.2235832	649.9942174	None	2	25.6498972	649.9942174	None	"[-0.32314816, 0.4027778, -0.45740741, 0.5453704]"	"[-0.097222224, -0.18703704, -0.2962963, -0.43796295]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[11.658133000135422, 15.523944900138304, 20.054552900139242, 26.537069899961352]"	['Click_to_Continue_8']	10.04253382	None	670.2241396	None	"Tuesday, August 16, 2022 12:41:08"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 16:	stim/Tp_D_CRN_M_N_arc00045_arc00046_10084.tif	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/text_based_Tp_D_CRN_M_N_arc00045_arc00046_10084.tif.png	0	15	15	15																													"Tuesday, August 16, 2022 12:41:08"	676.5980803	686.654463	686.6219381	None	2	37.43941	686.6219381	None	4	51.5175106	686.6219381	None	1	44.251697	686.6219381	None	"[-0.5648148, 0.50185186, -0.31944445, 0.2935185, -0.34351853, 0.5712963]"	"[-0.08055556, -0.18981482, -0.097222224, -0.18333334, -0.29907408, -0.43888888]"	"[1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0]"	"[8.062086699996144, 13.58969819988124, 27.180039499886334, 34.032440199982375, 41.268624200019985, 43.4802637998946]"	['Click_to_Continue_8']	10.03176492	None	728.1396988	None	"Tuesday, August 16, 2022 12:42:02"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 17:	stim/Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/text_based_Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg.png	0	16	16	16																													"Tuesday, August 16, 2022 12:42:02"	730.1625173	740.2200774	740.1885986	None	1	22.8862023	740.1885986	None	2	53.7873465	740.1885986	None	3	27.1505234	740.1885986	None	"[-0.31851852, -0.58148146, 0.5046296, -0.36203703, -0.45833334, -0.54444444, 0.587037]"	"[-0.10277778, -0.11111111, -0.18703704, -0.29259259, -0.30462962, -0.29074073, -0.43703705]"	"[1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0]"	"[8.411815299885347, 12.66268609999679, 16.92337860004045, 25.724350299919024, 41.71972049982287, 43.58763449988328, 45.33309009997174]"	['Click_to_Continue_8']	10.03828802	None	766.1691684	None	"Tuesday, August 16, 2022 12:42:57"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 18:	stim/Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/text_based_Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg.png	0	17	17	17																													"Tuesday, August 16, 2022 12:42:57"	785.5872654	795.6134185	795.6134185	None	2	54.5877083	795.6134185	None	5	71.7453494	795.6134185	None	2	58.6567408	795.6134185	None	"[-0.5833333, -0.32037038, 0.39166668, -0.25555557, 0.57685184]"	"[-0.106481485, -0.10092592, -0.19537038, -0.29907408, -0.45833334]"	"[1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0]"	"[15.557847799966112, 44.33286359999329, 48.38607720006257, 61.53619179991074, 62.939628100022674]"	['Click_to_Continue_8']	10.03235812	None	857.3545688	None	"Tuesday, August 16, 2022 12:44:10"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 19:	stim/Au_nat_20060.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/text_based_Au_nat_20060.jpg.png	0	18	18	18																													"Tuesday, August 16, 2022 12:44:10"	858.6162313	868.6558319	868.6241972	None	2	58.4113229	868.6241972	None	4	63.5129512	868.6241972	None	1	60.7045526	868.6241972	None	"[-0.57685184, 0.5101852, -0.3175926, 0.30833334, -0.35277778, 0.54907405]"	"[-0.11481482, -0.18240741, -0.106481485, -0.20648149, -0.29259259, -0.44074073]"	"[1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0]"	"[9.645067299949005, 11.305793199921027, 48.132165000075474, 50.52680270001292, 53.29610879998654, 60.12404690007679]"	['Click_to_Continue_8']	10.01925802	None	922.1479268	None	"Tuesday, August 16, 2022 12:45:20"																																																																																																																																																						8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
																																																																	4	5	5	5	4	5	5	5	5	5	5	5																																																																																																																																										8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 1:	stim/Tp_D_CNN_M_N_ani00023_ani00024_10205.tif	"The AI system has determined that the above image is not authentic. 
Do you accept or deny this claim?"	stim/conversational_Tp_D_CNN_M_N_ani00023_ani00024_10205.tif.png					0	0	0	0																									12:50:39																												12:51:12													5	5	4	5	3	4	1	1	4	5	3	1247.5502	1257.626796	1	19.3796915	1257.595109	None	5	30.7330086	1257.595109	None	1257.595109	None	3	28.1656912	1257.595109	None	"[-0.5648148, 0.51574075, 0.5083333, -0.25555557, 0.537963]"	"[-0.08981481, -0.21203704, -0.19351852, -0.3, -0.43611112]"	"[1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0]"	"[9.12707019993104, 16.349271799903363, 17.953057900071144, 20.481904099928215, 22.848786300048232]"	['Click_to_Continue']	10.06090544	None	1278.310817	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 2:	stim/Tp_D_CNN_S_N_art00007_art00008_01197.tif	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/conversational_Tp_D_CNN_S_N_art00007_art00008_01197.tif.png					0	1	1	1																									12:51:12																												12:51:52																								1280.492806	1290.512469	2	24.2379415	1290.512469	None	3	39.4946417	1290.512469	None	1290.512469	None	1	30.127842	1290.512469	None	"[-0.3212963, 0.3101852, -0.25, -0.35462964, -0.43425927, 0.53425926]"	"[-0.11574074, -0.19722222, -0.30185184, -0.29722223, -0.29259259, -0.44722223]"	"[1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0]"	"[14.027054900070652, 19.907387899933383, 25.2577001999598, 28.557704800041392, 29.338938900036737, 30.280183099908754]"	['Click_to_Continue']	10.02876174	None	1316.010089	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 3:	stim/Au_pla_20034.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/conversational_Au_pla_20034.jpg.png					0	2	2	2																									12:51:52																												12:52:13																								1320.860459	1330.9262	1	16.3330584	1330.888859	None	5	19.1969645	1330.888859	None	1330.888859	None	2	17.9360463	1330.888859	None	"[-0.59166664, -0.5861111, 0.4037037, 0.4037037, -0.25555557, 0.5833333]"	"[-0.07685185, -0.087037034, -0.1712963, -0.19351852, -0.2962963, -0.4351852]"	"[1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0]"	"[5.620813899906352, 6.114421600010246, 7.3682186000514776, 7.8145111000631005, 9.039416400017217, 10.319322400027886]"	['Click_to_Continue']	10.03360392	None	1340.069241	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 4:	stim/Tp_D_CNN_M_B_nat00056_nat00099_11105.jpg	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/conversational_Tp_D_CNN_M_B_nat00056_nat00099_11105.jpg.png					0	3	3	3																									12:52:13																												12:52:35																								1341.27041	1351.312473	1	17.2205299	1351.312473	None	5	21.6227974	1351.312473	None	1351.312473	None	2	20.7578048	1351.312473	None	"[-0.57592595, 0.39722222, -0.2462963, 0.5777778]"	"[-0.11481482, -0.19814815, -0.30833334, -0.43611112]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[7.0270223000552505, 10.57969280006364, 11.404388699913397, 12.466237399959937]"	['Click_to_Continue']	10.05361842	None	1362.913997	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 5:	stim/Au_ani_10178.jpg.png	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/conversational_Au_ani_10178.jpg.png					0	4	4	4																									12:52:35																												12:53:02																								1363.84835	1373.884391	1	20.3943808	1373.858484	None	4	24.8422033	1373.858484	None	1373.858484	None	2	21.2964491	1373.858484	None	"[-0.55925924, 0.36203703, -0.35277778, 0.5453704]"	"[-0.11111111, -0.18611111, -0.29722223, -0.44537038]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[10.158599399961531, 11.142710000043735, 14.673191200010478, 16.576129300054163]"	['Click_to_Continue']	10.0297791	None	1388.709513	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 6:	stim/Tp_D_CNN_S_N_nat00095_ani00017_10219.tif	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/conversational_Tp_D_CNN_S_N_nat00095_ani00017_10219.tif.png					0	5	5	5																									12:53:02																												12:53:28																								1390.488408	1400.530759	1	18.7705135	1400.50144	None	4	25.1644855	1400.50144	None	1400.50144	None	1	20.2507011	1400.50144	None	"[-0.5703704, 0.2962963, -0.34814814, 0.525]"	"[-0.12314815, -0.20277777, -0.30277777, -0.4351852]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[8.553388400003314, 10.10316319996491, 14.966211499879137, 16.44131199992262]"	['Click_to_Continue']	10.03208992	None	1415.69453	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 7: 	stim/Au_nat_30517.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/conversational_Au_nat_30517.jpg.png					0	6	6	6																									12:53:28																												12:53:56																								1416.990441	1427.050424	1	21.9548864	1427.016517	None	5	26.6281144	1427.016517	None	1427.016517	None	3	25.581737	1427.016517	None	"[-0.58148146, 0.51111114, 0.4814815, -0.23888889, 0.51203704]"	"[-0.08981481, -0.20277777, -0.21296297, -0.30277777, -0.4351852]"	"[1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0]"	"[11.715197699842975, 14.918697699904442, 15.425402199849486, 16.430635700002313, 17.959965999936685]"	['Click_to_Continue']	10.03390684	None	1443.649172	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 8:	stim/Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/conversational_Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg.png					0	7	7	7																									12:53:57																												12:54:30																								1445.03277	1455.075116	2	25.9402295	1455.047201	None	4	32.2464818	1455.047201	None	1455.047201	None	1	27.561401	1455.047201	None	"[-0.31296295, 0.28796297, 0.3037037, -0.35462964, 0.57314813]"	"[-0.11666667, -0.21111111, -0.2037037, -0.30092594, -0.4351852]"	"[1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0]"	"[15.70623299991712, 16.738234600052238, 17.38538799993694, 22.087971000000834, 23.120214599883184]"	['Click_to_Continue']	10.02982162	None	1477.301967	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 9:	stim/Au_arc_30794.jpg	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/conversational_Au_arc_30794.jpg.png					0	8	8	8																									12:54:30																												12:55:06																								1478.219845	1488.241415	1	14.1621015	1488.241415	None	3	34.5248756	1488.241415	None	1488.241415	None	1	32.1507198	1488.241415	None	"[-0.5777778, 0.29722223, -0.4398148, 0.58981484]"	"[-0.11296296, -0.18148148, -0.28703704, -0.4324074]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[3.9771621997933835, 22.022057299967855, 24.315843499964103, 25.843228599987924]"	['Click_to_Continue']	10.02441804	None	1512.778408	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 10:	stim/Au_nat_30352.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/conversational_Au_nat_30352.jpg.png					0	9	9	9																									12:55:06																												12:55:34																								1514.13568	1524.18322	1	18.5327297	1524.15562	None	4	26.4782328	1524.15562	None	1524.15562	None	2	21.1802924	1524.15562	None	"[-0.54814816, 0.41203704, -0.36018518, 0.5462963]"	"[-0.11666667, -0.18796296, -0.29537037, -0.43055555]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[8.333554500015453, 10.919097300153226, 16.266099800122902, 18.506879100110382]"	['Click_to_Continue']	10.02416554	None	1540.652375	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 12:	stim/Au_arc_30827.jpg.png	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/conversational_Au_arc_30827.jpg.png					0	10	10	10																									12:55:34																												12:56:25																								1542.733287	1552.79208	2	40.6834015	1552.763354	None	3	48.1759106	1552.763354	None	1552.763354	None	1	42.5364674	1552.763354	None	"[-0.30833334, -0.3472222, -0.58148146, -0.32222223, 0.3, -0.24722221, -0.36481482, -0.44074073, 0.5685185]"	"[-0.087037034, -0.10185185, -0.08611111, -0.09351852, -0.18425927, -0.29444444, -0.29444444, -0.30185184, -0.43703705]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[12.55317460000515, 13.35825840011239, 23.117275699973106, 30.448291799984872, 32.36968280002475, 33.6276702999603, 34.437850600108504, 37.95794459991157, 40.39837540010922]"	['Click_to_Continue']	10.0481635	None	1586.635642	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 13:	stim/Au_art_10012.jpg	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/conversational_Au_art_10012.jpg.png					0	11	11	11																									12:56:25																												12:57:09																								1593.229754	1603.263525	1	23.1147877	1603.263525	None	4	43.858572	1603.263525	None	1603.263525	None	3	42.0357175	1603.263525	None	"[-0.32777777, -0.5740741, 0.5037037, -0.35185185, 0.5675926]"	"[-0.08981481, -0.10925926, -0.18055555, -0.2888889, -0.43055555]"	"[1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0]"	"[5.209533100016415, 12.866542299976572, 31.84124940005131, 33.640014600008726, 34.72727099992335]"	['Click_to_Continue']	10.04059902	None	1637.108192	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 14:	stim/Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/conversational_Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg.png					0	12	12	12																									12:57:10																												12:57:43																								1638.052187	1648.125097	2	28.1926852	1648.084506	None	4	30.720884	1648.084506	None	1648.084506	None	1	29.2918791	1648.084506	None	"[-0.58518517, -0.32592592, 0.3148148, -0.34907407, 0.54907405]"	"[-0.087037034, -0.08981481, -0.21296297, -0.2962963, -0.44351852]"	"[1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0]"	"[13.053717800183222, 17.919548799982294, 19.116173000074923, 20.565857300069183, 23.27611940004863]"	['Click_to_Continue']	10.04391582	None	1668.819662	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 15:	stim/Tp_D_CRN_M_N_art10115_cha00086_11526.jpg	"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?"	stim/conversational_Tp_D_CRN_M_N_art10115_cha00086_11526.jpg.png					0	13	13	13																									12:57:43																												12:58:05																								1671.424611	1681.453462	1	18.3955466	1681.453462	None	5	20.8870768	1681.453462	None	1681.453462	None	2	19.3809337	1681.453462	None	"[-0.5703704, 0.4101852, -0.25555557, 0.5555556]"	"[-0.085185185, -0.18611111, -0.30462962, -0.43055555]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[8.220341800013557, 9.278191199991852, 10.717693499987945, 11.63372900011018]"	['Click_to_Continue']	10.03825272	None	1692.339032	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
Question 16:	stim/Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg	"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?"	stim/conversational_Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg.png					0	14	14	14																									12:58:05																												12:58:46																								1693.163647	1703.22817	1	17.5054025	1703.194623	None	5	40.6635897	1703.194623	None	1703.194623	None	2	19.3252475	1703.194623	None	"[-0.56666666, 0.38518518, -0.2537037, 0.57314813]"	"[-0.094444446, -0.19074073, -0.30185184, -0.43333334]"	"[1, 1, 1, 1]"	"[0, 0, 0, 0]"	"[0, 0, 0, 0]"	"[7.240126899909228, 9.122934899991378, 30.409639100078493, 31.557192699983716]"	['Click_to_Continue']	10.0456371	None	1733.852958	None																																																																																																				8	1	2022-08-16_12h30.33.394	CSVTrial3	2022.1.3	59.65700796
