txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trial_start,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,trial_end,Q1_Slider.response,Q2_Slider.response,Q3_Slider.response,Q4_Slider.response,Q5_Slider.response,Q6_Slider.response,Q7_Slider.response,Q8_Slider.response,Q9_Slider.response,Q10_Slider.response,Q11_Slider.response,Q12_Slider.response,Q13_Slider.response,Q14_Slider.response,Q15_Slider.response,Q16_Slider.response,Q17_Slider.response,Q18_Slider.response,Q19_Slider.response,Q20_Slider.response,Q21_Slider.response,Q22_Slider.response,Q23_Slider.response,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,Choice_3_Intro_Txt.started,Choice_3_Intro_Txt.stopped,Question_Txt_8.started,Question_Txt_8.stopped,Accept_Deny_Button_8.response,Accept_Deny_Button_8.rt,Accept_Deny_Button_8.started,Accept_Deny_Button_8.stopped,ConfidenceSlider_8.response,ConfidenceSlider_8.rt,ConfidenceSlider_8.started,ConfidenceSlider_8.stopped,Experimental_Images_8.started,Experimental_Images_8.stopped,DenySlider_8.response,DenySlider_8.rt,DenySlider_8.started,DenySlider_8.stopped,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.time,mouse_11.clicked_name,mouse_11.started,mouse_11.stopped,Click_to_Continue_11.started,Click_to_Continue_11.stopped,end_Txt.started,end_Txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 10:,stim/Au_nat_30352.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Au_nat_30352.jpg.png,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:32:43,574.9577760000002,584.9782352000002,1.0,20.934490300000107,584.9782352000002,None,4.0,21.654762400000436,584.9782352000002,None,584.9782352000002,None,3.0,22.75495729999966,584.9782352000002,None,"[-0.56203705, -0.3462963, 0.4962963, 0.5509259]","[-0.11018518, -0.29907408, -0.2, -0.4564815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[10.789417599999979, 11.52806849999979, 12.63371350000034, 14.936944300000505]",['Click_to_Continue'],10.027741070000957,None,597.7459566000007,None,09:33:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 12:,stim/Au_arc_30827.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_arc_30827.jpg.png,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:33:08,599.9663771000005,610.0048388000005,2.0,39.95647410000038,609.9787699000008,None,4.0,42.89470859999983,609.9787699000008,None,609.9787699000008,None,1.0,49.85731040000064,609.9787699000008,None,"[-0.31666666, -0.35092592, 0.3148148, 0.57222223]","[-0.1, -0.30185184, -0.18796296, -0.4537037]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[29.76864999999998, 32.779367099999945, 39.71102669999982, 40.773868700000094]",['Click_to_Continue'],10.017368169999827,None,649.8668526000001,None,09:33:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 13:,stim/Au_art_10012.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_10012.jpg.png,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:33:59,650.8293546000004,660.8764695,1.0,12.619067599999653,660.8482352999999,None,5.0,13.47870520000015,660.8482352999999,None,660.8482352999999,None,1.0,15.221862000000328,660.8482352999999,None,"[-0.57314813, -0.25092593, 0.3, 0.5574074]","[-0.08888889, -0.3037037, -0.19444445, -0.45462963]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.4414655999999013, 3.328318599999875, 5.108071799999379, 6.622807999999168]",['Click_to_Continue'],10.034875650000686,None,666.0856978000002,None,09:34:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 14:,stim/Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg.png,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:34:16,667.5190876000006,677.5537221000004,1.0,37.10845379999955,677.5270983999999,None,3.0,38.36759380000058,677.5270983999999,None,677.5270983999999,None,3.0,40.87680240000009,677.5270983999999,None,"[-0.5611111, -0.45555556, 0.51111114, 0.49351853, 0.5740741]","[-0.1037037, -0.2962963, -0.21111111, -0.19166666, -0.45555556]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[26.93969449999986, 28.23521890000029, 29.70721330000015, 30.759654299999966, 31.66381459999957]",['Click_to_Continue'],10.016724269999031,None,708.4371986000006,None,09:34:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 15:,stim/Tp_D_CRN_M_N_art10115_cha00086_11526.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_art10115_cha00086_11526.jpg.png,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:34:57,709.2509637000003,719.2845695000005,2.0,24.351478400000815,719.2587532000007,None,4.0,26.521547199999986,719.2587532000007,None,719.2587532000007,None,1.0,29.366983300000356,719.2587532000007,None,"[-0.33240741, -0.3462963, 0.29074073, 0.57314813]","[-0.1, -0.29537037, -0.19629629, -0.45]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[14.2118875999995, 16.399203499999203, 19.296439599999758, 20.021814799999447]",['Click_to_Continue'],10.024250759999632,None,738.6509640000004,None,09:35:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 16:,stim/Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg.png,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:35:28,739.3529742000001,749.4072183000007,1.0,36.7208842,749.3719245000002,None,4.0,40.94001029999981,749.3719245000002,None,749.3719245000002,None,3.0,41.95779020000009,749.3719245000002,None,"[-0.5833333, -0.35740742, 0.5074074, 0.5638889]","[-0.1037037, -0.29907408, -0.18796296, -0.45740741]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[26.579578400000173, 30.805116999999882, 31.844990399999915, 32.759929300000294]",['Click_to_Continue'],10.038954450001256,None,781.3454336000004,None,09:36:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 17: ,stim/Au_art_20005.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_20005.jpg.png,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:36:10,782.2127850000006,792.2484540000005,1.0,14.387476399999287,792.222514,None,5.0,16.19621520000055,792.222514,None,792.222514,None,3.0,18.964245799999844,792.222514,None,"[-0.56574076, -0.24907407, 0.49351853, 0.5453704]","[-0.096296296, -0.29537037, -0.19629629, -0.44722223]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.250422100000833, 6.0273378000001685, 8.846798900000067, 9.9279047]",['Click_to_Continue'],10.022407750000639,None,801.2125788000003,None,09:36:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 18:,stim/Au_art_20034.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_20034.jpg.png,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:36:30,802.2221185000008,812.2639593000004,1.0,21.150554900000316,812.2323419000004,None,4.0,22.531088600000658,812.2323419000004,None,812.2323419000004,None,3.0,30.70955860000049,812.2323419000004,None,"[-0.5675926, -0.34537038, 0.4925926, 0.5555556]","[-0.10925926, -0.29722223, -0.19907407, -0.44351852]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[11.033930200000214, 12.411278000000493, 20.590496700000585, 21.496387600000162]",['Click_to_Continue'],10.029953949999253,None,832.9691943000007,None,09:37:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 19:,stim/Tp_D_CRN_M_N_cha10137_art00021_12210.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_cha10137_art00021_12210.jpg.png,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:37:02,833.7947496000006,843.8384363000005,2.0,33.25723139999991,843.8093988999999,None,4.0,34.798106799999914,843.8093988999999,None,843.8093988999999,None,3.0,40.5256859000001,843.8093988999999,None,"[-0.33333334, -0.35277778, 0.49537036, 0.5925926]","[-0.11111111, -0.3074074, -0.20925926, -0.45092592]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[23.12736969999969, 24.69001979999939, 30.449192899999616, 31.49838069999987]",['Click_to_Continue'],10.02443706000031,None,874.3562392000003,None,09:37:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 1:,stim/Au_ani_00027.jpg.png,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/text_based_Au_ani_00027.jpg.png,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:40:46",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:41:23",,,,,,,,,,,,,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1057.9287355000006,1067.9779918000004,1067.9779918000004,None,1.0,31.46759109999948,1067.9779918000004,None,5.0,32.81260959999963,1067.9779918000004,None,3.0,35.8015206,1067.9779918000004,None,"[-0.58055556, -0.25185186, 0.5046296, 0.5240741]","[-0.08611111, -0.29166666, -0.19351852, -0.44537038]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[21.266665099999955, 22.625843699999677, 25.68289089999962, 26.393004000000474]",['Click_to_Continue_8'],10.058992669999498,None,1093.7614278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 2:,stim/Au_cha_30523.jpg,"The AI system has determined that the above image is not authentic. 
Do you accept or deny this claim?",stim/text_based_Au_cha_30523.jpg.png,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:41:23",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:41:58",,,,,,,,,,,,,,,,,,,,,,,,1094.4185779,1104.4644053000002,1104.4340289000002,None,1.0,17.02122419999978,1104.4340289000002,None,4.0,18.51000320000003,1104.4340289000002,None,1.0,34.91173890000027,1104.4340289000002,None,"[-0.57685184, -0.3462963, 0.28055555, 0.30555555, 0.5185185]","[-0.097222224, -0.2898148, -0.20277777, -0.21574074, -0.44907406]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[6.8799268000002485, 8.364100599999801, 23.724279600000045, 24.8005462000001, 25.760430700000143]",['Click_to_Continue_8'],10.02679156999966,None,1129.3658123000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 3:,stim/Au_ani_00031.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00031.jpg.png,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:41:58",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:42:36",,,,,,,,,,,,,,,,,,,,,,,,1130.2412264000004,1140.2692961000002,1140.2441370000006,None,1.0,16.331022700000176,1140.2441370000006,None,5.0,18.254442899999958,1140.2441370000006,None,1.0,36.76871740000024,1140.2441370000006,None,"[-0.5611111, -0.24537037, 0.3037037, 0.5611111]","[-0.09074074, -0.2962963, -0.19444445, -0.42685184]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.198262699999759, 8.133860199999617, 26.667234499999722, 27.394956599999205]",['Click_to_Continue_8'],10.01573886999995,None,1167.0476737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 4:,stim/Tp_D_CNN_S_N_cha10172_cha10171_12283.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CNN_S_N_cha10172_cha10171_12283.jpg.png,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:42:36",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:43:35",,,,,,,,,,,,,,,,,,,,,,,,1167.7360668000001,1177.7735534000003,1177.7464744,None,1.0,55.69214050000028,1177.7464744,None,3.0,56.94773040000018,1177.7464744,None,2.0,58.62618250000014,1177.7464744,None,"[-0.5648148, -0.44722223, 0.40925926, 0.5388889]","[-0.10462963, -0.30185184, -0.19444445, -0.43703705]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[45.515389700000014, 46.723128099999485, 48.52212079999936, 49.38730209999994]",['Click_to_Continue_8'],10.026323240000238,None,1226.3935825000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 5:,stim/Tp_D_CNN_S_N_sec00042_ani00078_10495.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CNN_S_N_sec00042_ani00078_10495.tif.png,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:43:35",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:43:55",,,,,,,,,,,,,,,,,,,,,,,,1227.1804649000005,1237.2170241000003,1237.1916135000001,None,1.0,13.737772399999812,1237.1916135000001,None,5.0,14.565772099999776,1237.1916135000001,None,1.0,15.370499700000437,1237.1916135000001,None,"[-0.5675926, -0.25092593, 0.2962963, 0.5240741]","[-0.07685185, -0.29907408, -0.19629629, -0.4462963]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3.6249876000001677, 4.456894699999793, 5.26698099999976, 9.470163400000274]",['Click_to_Continue_8'],10.021868069999982,None,1242.5862016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 6:,stim/Au_ani_00033.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00033.jpg.png,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:43:55",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:44:26",,,,,,,,,,,,,,,,,,,,,,,,1246.7113645,1256.7829364,1256.7509415000004,None,1.0,22.509869399999843,1256.7509415000004,None,4.0,24.914569100000335,1256.7509415000004,None,3.0,27.822520800000348,1256.7509415000004,None,"[-0.5638889, -0.34907407, 0.5101852, 0.50555557, 0.5842593]","[-0.11666667, -0.29444444, -0.20185184, -0.19629629, -0.4648148]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[12.34144699999979, 14.749156400000174, 16.555205900000146, 17.691763900000296, 20.798827300000085]",['Click_to_Continue_8'],10.046483370000715,None,1274.5686855000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 7:,stim/Tp_D_CRD_S_N_ind00074_cha00049_00474.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRD_S_N_ind00074_cha00049_00474.tif.png,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:44:26",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:45:09",,,,,,,,,,,,,,,,,,,,,,,,1277.5981569000005,1287.6305975000005,1287.6056065000002,None,1.0,37.736332600000424,1287.6056065000002,None,4.0,39.104913099999976,1287.6056065000002,None,3.0,40.803838099999666,1287.6056065000002,None,"[-0.5962963, -0.5675926, -0.34814814, 0.5083333, 0.5787037]","[-0.10092592, -0.08796296, -0.30092594, -0.20925926, -0.45462963]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[25.956441000000268, 27.588512500000434, 28.9363486000002, 30.6724849000002, 33.048652700000275]",['Click_to_Continue_8'],10.015741569998681,None,1318.4367977000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 8:,stim/Au_cha_30677.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Au_cha_30677.jpg.png,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:45:09",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:45:41",,,,,,,,,,,,,,,,,,,,,,,,1320.7099010000002,1330.7548161000004,1330.7239495000003,None,1.0,27.770849999999882,1330.7239495000003,None,4.0,29.037738199999694,1330.7239495000003,None,3.0,30.94160860000011,1330.7239495000003,None,"[-0.5648148, -0.34907407, 0.5212963, 0.48703703, 0.5509259]","[-0.1, -0.29722223, -0.19814815, -0.19722222, -0.45092592]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[17.65173910000067, 18.92449950000082, 20.193709500000296, 20.785617800000182, 22.087498200000482]",['Click_to_Continue_8'],10.031883659999949,None,1351.6949870000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 9:,stim/Tp_D_CRN_M_N_arc00008_nat10122_11773.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_arc00008_nat10122_11773.jpg.png,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:45:41",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:46:20",,,,,,,,,,,,,,,,,,,,,,,,1352.8544588000004,1362.8723495000004,1362.8723495000004,None,2.0,31.792789699999958,1362.8723495000004,None,3.0,33.65663349999977,1362.8723495000004,None,3.0,36.67692780000016,1362.8723495000004,None,"[-0.34074074, -0.4462963, 0.49814814, 0.54814816]","[-0.11018518, -0.30092594, -0.20092593, -0.45555556]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[21.66664860000037, 23.47049000000061, 26.55535409999993, 28.993685200000073]",['Click_to_Continue_8'],10.031425469998794,None,1389.5659093000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
